event_id,session_id,event_ts,event_type,user_id,ip,user_agent,property_id,view_duration_sec,enquiry_flag,favorite_flag
01deae47-2fd9-4805-9e49-fbeea0cd9c38,sess-intent-005,2026-03-11T11:31:00,property_view,visitor-0447,203.0.113.11,Mozilla/Windows,PROP-0099,214,false,false
e773fc20-de44-475c-9fd5-dbccac97c783,sess-intent-010,2026-01-17T08:58:00,property_view,visitor-0578,203.0.113.12,Mozilla/Windows,PROP-0099,57,false,false
59b6453e-eb50-4a33-b6b6-bf9eeadb55d8,sess-intent-008,2026-02-03T21:20:00,property_view,visitor-0335,192.0.2.20,Mozilla/iPhone,PROP-0035,209,false,false
5f008edb-5163-4f3c-8817-bf17f040c1cc,sess-intent-001,2026-03-02T08:47:00,property_view,visitor-0359,203.0.113.13,Mozilla/iPhone,PROP-0107,50,false,false
00776937-46c4-42d3-b652-a2def9d720e6,sess-intent-004,2026-01-26T08:39:00,property_view,visitor-0130,203.0.113.10,Mozilla/Windows,PROP-0011,73,false,false
db7eb581-6a3f-4103-b651-8fbca2688a4b,sess-intent-012,2026-02-17T10:38:00,property_view,visitor-0736,192.0.2.20,Mozilla/iPhone,PROP-0051,98,false,false
3898fd02-f67b-4b59-9e4e-5b0a50cb18c4,sess-intent-004,2026-02-09T21:25:00,property_view,visitor-0078,192.0.2.24,Mozilla/Windows,PROP-0027,336,false,false
3dc38f2a-d72c-436e-8b48-660ea5a6c48f,sess-intent-007,2026-01-16T08:22:00,property_view,visitor-0678,192.0.2.27,Mozilla/iPhone,PROP-0075,274,false,false
d08ef5aa-d172-4d6f-aa8c-0fdbaedcf37b,sess-intent-015,2026-01-14T21:23:00,property_view,visitor-0471,203.0.113.11,Mozilla/Windows,PROP-0003,237,false,false
4eb6dec1-e3c9-40e7-9b6c-95d6b84cea5f,sess-intent-014,2026-03-10T22:29:00,property_view,visitor-0749,192.0.2.26,Mozilla/Windows,PROP-0131,180,false,false
273a1bac-9b92-4fbf-b416-d7135eddf18e,sess-intent-011,2026-02-01T22:36:00,property_view,visitor-0389,203.0.113.13,Mozilla/iPhone,PROP-0019,268,false,false
5812ed9c-849a-427b-8fcf-b5e4340b76ae,sess-intent-012,2026-02-03T20:17:00,property_view,visitor-0283,192.0.2.21,Mozilla/Windows,PROP-0043,279,false,false
061dccf5-1640-41c1-8607-d45aab63ee63,sess-intent-011,2026-03-04T11:44:00,property_view,visitor-0729,203.0.113.12,Mozilla/Windows,PROP-0019,420,false,true
c4abd762-82e3-428c-9235-3d64942c3670,sess-intent-006,2026-02-01T19:42:00,property_view,visitor-0485,203.0.113.12,Mozilla/Windows,PROP-0075,191,false,false
f4a44f48-5c96-43e7-b38c-c2a67236aff3,sess-intent-004,2026-02-28T19:19:00,property_view,visitor-0124,203.0.113.11,Mozilla/Windows,PROP-0139,176,false,false
fba8cc6f-aabf-4892-bb6e-99021e2e1566,sess-intent-013,2026-03-03T19:46:00,property_view,visitor-0538,203.0.113.12,Mozilla/Windows,PROP-0139,66,false,false
4ef7d77d-d821-49a7-9500-be320fd5d71c,sess-intent-003,2026-02-08T08:45:00,property_view,visitor-0281,203.0.113.12,Mozilla/iPhone,PROP-0075,42,false,false
0e30d161-e204-4cf4-ac60-c97d4d1a5975,sess-intent-010,2026-03-04T09:55:00,property_view,visitor-0292,192.0.2.26,Mozilla/Windows,PROP-0035,240,false,false
6d2ae51e-0458-448f-a212-18f63820280d,sess-intent-007,2026-03-03T09:52:00,property_view,visitor-0504,203.0.113.13,Mozilla/iPhone,PROP-0011,337,false,false
e44b7e53-7b17-4ff3-92e7-97dfeeacf188,sess-intent-009,2026-02-08T09:15:00,property_view,visitor-0783,203.0.113.10,Mozilla/Windows,PROP-0035,320,false,false
9c9b5cf4-c480-4d84-a837-b8e80342afb2,sess-intent-007,2026-02-26T19:55:00,property_view,visitor-0313,192.0.2.22,Mozilla/Windows,PROP-0059,45,false,false
835ce392-0568-496d-b8f0-8f4fea969969,sess-intent-003,2026-02-03T09:10:00,property_view,visitor-0566,203.0.113.12,Mozilla/iPhone,PROP-0027,16,false,false
8256c578-9b86-46e2-9a6a-733390d9fb32,sess-intent-012,2026-01-30T19:45:00,property_view,visitor-0465,192.0.2.21,Mozilla/iPhone,PROP-0155,134,false,false
4e828e91-7ed5-40ee-8f94-2364592dcc3f,sess-intent-004,2026-01-26T21:07:00,property_view,visitor-0664,192.0.2.27,Mozilla/iPhone,PROP-0147,151,false,false
d4ac3be8-ad0b-4d91-a3fc-d6c16090e16d,sess-intent-008,2026-02-09T19:28:00,property_view,visitor-0706,203.0.113.10,Mozilla/iPhone,PROP-0019,221,false,false
3c6a6964-db3c-4ae7-bd57-aa9ac1bdfad9,sess-intent-012,2026-01-11T08:56:00,property_view,visitor-0331,192.0.2.23,Mozilla/Windows,PROP-0131,28,false,false
7a71e2f0-2b02-4ed3-a501-5574d81f2726,sess-intent-013,2026-03-28T19:36:00,property_view,visitor-0775,192.0.2.24,Mozilla/iPhone,PROP-0147,280,false,false
4a15be53-2cfd-4381-94f7-3954fca19edd,sess-intent-006,2026-02-25T22:05:00,property_view,visitor-0419,203.0.113.12,Mozilla/iPhone,PROP-0067,358,false,false
d884d972-d96d-4574-8ed4-147fd0433b20,sess-intent-014,2026-03-05T19:42:00,property_view,visitor-0779,203.0.113.11,Mozilla/Windows,PROP-0043,247,false,false
4b792e8d-592e-4f59-9f87-b696826ca4be,sess-intent-008,2026-02-21T08:42:00,property_view,visitor-0424,203.0.113.11,Mozilla/iPhone,PROP-0067,280,false,false
3dd15a48-21f9-448f-a704-080e94d80770,sess-intent-003,2026-01-07T11:17:00,property_view,visitor-0295,192.0.2.26,Mozilla/Windows,PROP-0123,372,false,false
e53a3a7b-d61f-4751-9aba-13b595bf04a1,sess-intent-001,2026-01-31T10:19:00,property_view,visitor-0566,192.0.2.26,Mozilla/Windows,PROP-0003,130,false,false
93186914-7bb7-4c99-bfd4-7992ad91ff3b,sess-intent-005,2026-03-24T10:31:00,property_view,visitor-0522,192.0.2.20,Mozilla/Windows,PROP-0027,227,false,false
7dc6b336-47fb-4d60-b721-9afcf2b2a4d4,sess-intent-009,2026-01-19T21:12:00,property_view,visitor-0765,203.0.113.12,Mozilla/Windows,PROP-0123,50,false,false
8613b612-196a-48e0-8487-3fbae6beb4be,sess-intent-005,2026-03-06T19:52:00,property_view,visitor-0744,203.0.113.11,Mozilla/iPhone,PROP-0107,315,false,false
3df180aa-d950-4b48-92f4-c52a60b285cd,sess-intent-013,2026-03-03T20:21:00,property_view,visitor-0557,203.0.113.10,Mozilla/iPhone,PROP-0123,179,false,false
24cefa6f-4494-45bb-a24e-91190bb56c0b,sess-intent-008,2026-02-22T08:20:00,property_view,visitor-0723,192.0.2.24,Mozilla/Windows,PROP-0059,210,false,false
35132b8b-7611-4c92-9c00-4b4c29589c7c,sess-intent-014,2026-01-17T20:55:00,property_view,visitor-0451,192.0.2.21,Mozilla/iPhone,PROP-0035,248,false,true
e71505a2-82b2-41ab-bba1-1133e02cbbb6,sess-intent-006,2026-01-20T09:30:00,property_view,visitor-0639,203.0.113.11,Mozilla/Windows,PROP-0035,347,false,false
ad2a68ab-d4c8-4b23-81f8-a1f4b92be081,sess-intent-015,2026-02-18T20:40:00,property_view,visitor-0778,192.0.2.27,Mozilla/Windows,PROP-0083,292,false,true
c4271d47-528b-479a-ab93-beeca8634429,sess-intent-007,2026-02-06T11:47:00,property_view,visitor-0101,203.0.113.12,Mozilla/Windows,PROP-0019,375,false,false
1315fece-c515-48f1-b596-ab3936e6ee39,sess-intent-005,2026-01-04T08:20:00,property_view,visitor-0368,203.0.113.12,Mozilla/iPhone,PROP-0115,89,false,false
f9ce9f0f-d979-4a8d-a57c-fefdcc39a0cf,sess-intent-010,2026-01-24T10:11:00,property_view,visitor-0392,192.0.2.24,Mozilla/Windows,PROP-0107,138,false,false
4153a894-7e28-45ea-8974-9f34b112c533,sess-intent-011,2026-03-23T19:29:00,property_view,visitor-0010,203.0.113.10,Mozilla/Windows,PROP-0147,253,false,false
b4752519-e8d1-4caa-ab27-1e36b584a22c,sess-intent-012,2026-02-14T19:40:00,property_view,visitor-0257,203.0.113.12,Mozilla/Windows,PROP-0139,169,false,false
d86600ff-f3f2-42e2-b346-95a47e85e40a,sess-intent-012,2026-02-18T20:36:00,property_view,visitor-0303,192.0.2.21,Mozilla/iPhone,PROP-0099,352,false,false
19f2e41a-e17e-47e1-9dd4-29bf56786ca9,sess-intent-013,2026-01-07T22:53:00,property_view,visitor-0236,192.0.2.24,Mozilla/Windows,PROP-0003,195,false,false
c6494a88-dff1-4eb2-9d35-88b900854fa8,sess-intent-015,2026-03-26T10:40:00,property_view,visitor-0643,192.0.2.25,Mozilla/Windows,PROP-0051,173,false,false
f2b34ef8-615b-4df0-9a46-4f594bb1499b,sess-intent-006,2026-01-17T09:58:00,property_view,visitor-0766,192.0.2.24,Mozilla/Windows,PROP-0011,117,false,false
10dd4421-6039-4ea2-aa11-478656876c7d,sess-intent-013,2026-02-04T10:16:00,property_view,visitor-0303,203.0.113.11,Mozilla/Windows,PROP-0139,188,false,false
6f46bdae-3e6f-4d96-8a47-d1639afc05d0,sess-intent-006,2026-01-29T21:54:00,property_view,visitor-0093,203.0.113.10,Mozilla/Windows,PROP-0115,22,false,false
746d156b-182a-4a41-a4ec-c6424446bbf5,sess-intent-014,2026-03-28T19:37:00,property_view,visitor-0654,192.0.2.20,Mozilla/Windows,PROP-0027,70,false,false
d22a3c96-1be1-4eec-8a57-5674f5c39b24,sess-intent-004,2026-03-13T20:58:00,property_view,visitor-0664,203.0.113.10,Mozilla/iPhone,PROP-0123,252,false,false
dbc5985a-56fb-4339-87d4-c4ec55a42ca8,sess-intent-008,2026-01-18T08:02:00,property_view,visitor-0119,192.0.2.26,Mozilla/iPhone,PROP-0075,290,false,false
5f4e600a-45ea-49d4-8d1a-59e0c8c9346c,sess-intent-012,2026-03-31T21:37:00,property_view,visitor-0159,203.0.113.11,Mozilla/Windows,PROP-0115,350,false,false
dd17a0a9-56f6-4def-8729-63c1e347f41f,sess-intent-004,2026-02-05T08:44:00,property_view,visitor-0455,192.0.2.25,Mozilla/Windows,PROP-0123,135,false,false
bd6decd9-722c-4cf4-8ac4-3bfce57dfc69,sess-intent-005,2026-03-24T20:03:00,property_view,visitor-0195,192.0.2.27,Mozilla/Windows,PROP-0027,247,false,false
4e2fdeff-81a3-477c-a787-6ed333f3df46,sess-intent-004,2026-01-03T08:50:00,property_view,visitor-0129,192.0.2.26,Mozilla/Windows,PROP-0051,120,false,false
1f095b9b-3dfc-432c-8fc0-a26b6b2e98a0,sess-intent-013,2026-01-30T20:49:00,property_view,visitor-0611,203.0.113.12,Mozilla/iPhone,PROP-0139,89,false,false
571804c6-3148-4aa4-b817-abbdac48ffec,sess-intent-006,2026-01-15T08:08:00,property_view,visitor-0244,203.0.113.13,Mozilla/Windows,PROP-0139,23,false,false
604bb373-6c4a-46f1-94b7-f05a5ae46a25,sess-intent-008,2026-03-09T09:47:00,property_view,visitor-0460,203.0.113.10,Mozilla/Windows,PROP-0011,277,false,false
4948f53d-f6ae-4e4b-acfe-1e357af26833,sess-intent-009,2026-03-20T08:46:00,property_view,visitor-0309,192.0.2.22,Mozilla/Windows,PROP-0115,30,false,false
d6355121-13c1-415f-838d-6f47c5771c84,sess-intent-002,2026-01-14T22:45:00,property_view,visitor-0083,203.0.113.11,Mozilla/iPhone,PROP-0123,90,false,false
4abbb71e-a550-4b7d-91da-3504500aaf1e,sess-intent-009,2026-03-12T20:24:00,property_view,visitor-0302,192.0.2.25,Mozilla/Windows,PROP-0067,324,false,false
870302a4-1158-46db-b41b-196d8f7c269b,sess-intent-015,2026-03-12T11:27:00,property_view,visitor-0234,192.0.2.26,Mozilla/Windows,PROP-0027,247,false,false
2e8a424d-1f8c-4f4f-839e-e83443719bd7,sess-intent-011,2026-03-27T19:23:00,property_view,visitor-0486,203.0.113.11,Mozilla/iPhone,PROP-0027,58,false,false
5b0237c6-1733-467f-8604-ed2c601bfd69,sess-intent-009,2026-03-13T08:37:00,property_view,visitor-0338,203.0.113.11,Mozilla/Windows,PROP-0027,225,false,false
e99e3511-36ce-4081-bbd6-4f1f58d318f2,sess-intent-010,2026-03-18T19:22:00,property_view,visitor-0520,203.0.113.10,Mozilla/iPhone,PROP-0107,351,false,false
083feb5f-b699-4c25-af74-639d2a1e6266,sess-intent-010,2026-02-17T09:48:00,property_view,visitor-0232,203.0.113.11,Mozilla/Windows,PROP-0027,302,false,false
2efe055f-629d-43d1-b22e-2e1f9e6d8ffa,sess-intent-014,2026-03-13T08:38:00,property_view,visitor-0711,192.0.2.25,Mozilla/iPhone,PROP-0155,107,false,false
cc848526-71ff-41ac-9f8e-92201d2a6177,sess-intent-007,2026-01-24T10:36:00,property_view,visitor-0072,203.0.113.11,Mozilla/iPhone,PROP-0075,339,false,false
0698d2c6-da19-4972-b515-f52f7af0384c,sess-intent-006,2026-02-23T22:21:00,property_view,visitor-0320,192.0.2.22,Mozilla/Windows,PROP-0019,412,false,false
eefd4669-54ed-41dc-b444-e49b341255c7,sess-intent-001,2026-01-20T10:48:00,property_view,visitor-0691,203.0.113.10,Mozilla/iPhone,PROP-0155,241,false,false
cb12bd4c-6a86-44f7-992f-98ff7e85bd9a,sess-intent-002,2026-02-04T11:48:00,property_view,visitor-0354,192.0.2.25,Mozilla/Windows,PROP-0123,160,false,false
c986f05f-de6d-40f8-98e9-e8cc505c3c6f,sess-intent-010,2026-02-09T08:14:00,property_view,visitor-0057,192.0.2.21,Mozilla/iPhone,PROP-0147,169,false,false
243d5a1a-bcc6-4159-8846-ea976672b382,sess-intent-007,2026-01-16T08:31:00,property_view,visitor-0180,203.0.113.13,Mozilla/iPhone,PROP-0035,287,false,false
f998348c-967e-4ae9-b59d-938dc155b3c2,sess-intent-001,2026-02-15T09:25:00,property_view,visitor-0447,192.0.2.23,Mozilla/iPhone,PROP-0131,54,false,false
5c246973-8b97-4a62-862e-246c2004a56f,sess-intent-007,2026-03-23T21:18:00,property_view,visitor-0022,203.0.113.11,Mozilla/Windows,PROP-0147,102,false,false
5f87120a-3353-4900-b2b4-41b58ab18526,sess-intent-004,2026-02-16T09:27:00,property_view,visitor-0447,192.0.2.20,Mozilla/Windows,PROP-0155,283,false,false
1ebe5e2f-c139-4912-8b32-d35dba89e161,sess-intent-002,2026-01-22T09:32:00,property_view,visitor-0544,203.0.113.11,Mozilla/Windows,PROP-0075,412,false,false
186e73bc-1c10-45ae-9c79-0e28232dd4c4,sess-intent-003,2026-02-02T11:11:00,property_view,visitor-0779,203.0.113.12,Mozilla/Windows,PROP-0035,53,false,false
dcfec0d0-45cd-4872-be4a-2eb32557a2f2,sess-intent-011,2026-03-16T22:43:00,property_view,visitor-0651,192.0.2.20,Mozilla/Windows,PROP-0123,180,false,false
bb89f5cf-36c7-40b6-a0f4-5388327ae970,sess-intent-013,2026-03-02T22:40:00,property_view,visitor-0282,203.0.113.10,Mozilla/Windows,PROP-0083,195,false,false
00def2d7-7aa1-4a20-b904-720a18544362,sess-intent-002,2026-01-08T20:53:00,property_view,visitor-0661,192.0.2.20,Mozilla/Windows,PROP-0075,61,false,false
9cfc7163-c95d-4c94-baab-969368ae2fee,sess-intent-011,2026-03-12T08:28:00,property_view,visitor-0193,203.0.113.11,Mozilla/iPhone,PROP-0131,258,false,false
be963c3e-20fe-4a5c-b453-b0e9882b79d8,sess-intent-003,2026-02-13T09:32:00,property_view,visitor-0041,192.0.2.20,Mozilla/iPhone,PROP-0011,239,false,false
4ce77030-09f2-4ee8-94d3-6186a7fe5bc0,sess-intent-007,2026-02-16T20:58:00,property_view,visitor-0419,192.0.2.22,Mozilla/Windows,PROP-0131,362,false,false
351969a6-8f41-46a6-a2ff-3ffee085547f,sess-intent-012,2026-03-13T21:18:00,property_view,visitor-0673,203.0.113.10,Mozilla/Windows,PROP-0083,323,false,false
189a77c9-40b4-42a8-88c2-0be1ad166119,sess-intent-012,2026-01-19T20:19:00,property_view,visitor-0679,203.0.113.10,Mozilla/iPhone,PROP-0083,319,false,false
48ea5985-946d-4543-8241-37f2c849fd87,sess-intent-011,2026-03-24T20:52:00,property_view,visitor-0720,203.0.113.13,Mozilla/Windows,PROP-0019,393,false,false
da960cfc-1075-4392-abbd-55967baec4ea,sess-intent-005,2026-02-24T20:01:00,property_view,visitor-0185,203.0.113.10,Mozilla/Windows,PROP-0131,189,false,false
9291a7c9-611e-4e60-8d91-ea9d0a76d9cc,sess-intent-014,2026-01-18T10:04:00,property_view,visitor-0104,203.0.113.12,Mozilla/Windows,PROP-0123,291,false,false
e8016d1c-dce6-408c-a5f7-5fd1ebcb4450,sess-intent-003,2026-03-21T10:38:00,property_view,visitor-0167,203.0.113.10,Mozilla/iPhone,PROP-0131,369,false,false
6637bd6e-31d1-4bc4-9946-7626ffc8483c,sess-intent-005,2026-02-16T11:28:00,property_view,visitor-0771,192.0.2.20,Mozilla/Windows,PROP-0043,244,false,false
a6d60635-c14f-4d22-9215-3803c5cd5382,sess-intent-010,2026-03-02T11:23:00,property_view,visitor-0452,203.0.113.13,Mozilla/Windows,PROP-0059,159,false,false
84b84f2b-aa47-4383-be34-a7cefeb281a0,sess-intent-003,2026-01-21T11:51:00,property_view,visitor-0257,192.0.2.22,Mozilla/iPhone,PROP-0131,261,false,false
5a4e69a6-1c56-4ed5-8992-7028ac7b5751,sess-intent-013,2026-03-08T09:18:00,property_view,visitor-0165,203.0.113.10,Mozilla/iPhone,PROP-0139,277,false,false
5128a9be-828a-44d6-b08d-d0b9a23bb605,sess-intent-015,2026-01-29T22:56:00,property_view,visitor-0028,203.0.113.10,Mozilla/Windows,PROP-0107,217,false,false
900d5948-6df0-4c70-8c51-4490a174ea79,sess-intent-015,2026-02-17T11:01:00,property_view,visitor-0102,203.0.113.11,Mozilla/Windows,PROP-0059,347,false,false
7c0516f7-65f5-4405-8708-fd83758b6fe9,sess-intent-008,2026-03-02T10:48:00,property_view,visitor-0460,203.0.113.10,Mozilla/Windows,PROP-0035,55,false,true
6e8e33e6-fdb0-4d57-a493-4336c5ff83b1,sess-intent-005,2026-03-19T21:07:00,property_view,visitor-0244,203.0.113.10,Mozilla/iPhone,PROP-0051,39,false,false
b3200759-08c9-48c4-a93e-f78f41d515fa,sess-intent-010,2026-03-05T08:40:00,property_view,visitor-0248,192.0.2.20,Mozilla/Windows,PROP-0155,164,false,false
828e3a43-e4d1-410b-989e-724c111965f9,sess-intent-002,2026-02-23T10:42:00,property_view,visitor-0537,203.0.113.11,Mozilla/Windows,PROP-0155,49,false,false
f5b771e6-6541-489d-a4c5-b6d125528547,sess-intent-001,2026-03-06T08:24:00,property_view,visitor-0651,192.0.2.22,Mozilla/iPhone,PROP-0139,206,false,false
73fbb16d-7216-4683-b529-daa913e8af14,sess-intent-011,2026-02-14T11:46:00,property_view,visitor-0107,203.0.113.11,Mozilla/Windows,PROP-0003,391,false,false
6884c2e6-1329-44cf-8da5-35b40b37b632,sess-intent-011,2026-02-13T10:53:00,property_view,visitor-0476,203.0.113.10,Mozilla/Windows,PROP-0035,260,false,false
9631a188-9a1e-4ab5-b373-39811323c502,sess-intent-001,2026-02-28T08:18:00,property_view,visitor-0205,203.0.113.10,Mozilla/Windows,PROP-0035,176,false,false
ade7cc7f-e42c-4827-bb25-9bfbba00d0bf,sess-intent-013,2026-03-11T22:16:00,property_view,visitor-0663,203.0.113.11,Mozilla/iPhone,PROP-0131,197,false,false
2714062e-07e4-4df8-a836-2bf019f1c1cf,sess-intent-012,2026-01-16T20:27:00,property_view,visitor-0451,192.0.2.26,Mozilla/Windows,PROP-0011,212,false,false
70ee3dcc-4e74-4bb5-86f3-6dc0b56700ff,sess-intent-012,2026-02-17T19:51:00,property_view,visitor-0435,192.0.2.21,Mozilla/iPhone,PROP-0043,323,false,false
174ef3e1-0fb9-4047-b713-3e03e19da4e9,sess-intent-005,2026-01-14T09:20:00,property_view,visitor-0314,192.0.2.23,Mozilla/Windows,PROP-0043,382,false,false
7cf69ba9-d778-4446-b17c-4dc82bb72e16,sess-intent-013,2026-02-15T21:17:00,property_view,visitor-0059,203.0.113.11,Mozilla/iPhone,PROP-0115,341,false,false
884b2cee-8f4f-4e5d-996f-587b73f5e7e3,sess-intent-011,2026-01-04T10:54:00,property_view,visitor-0449,192.0.2.27,Mozilla/iPhone,PROP-0131,49,false,false
fb81e7a5-3aca-43df-9b8d-45b114d4a39e,sess-intent-011,2026-03-14T08:38:00,property_view,visitor-0461,203.0.113.11,Mozilla/Windows,PROP-0091,205,false,false
edac158d-ccb2-4421-bdef-89d4f2cedff8,sess-intent-005,2026-02-16T21:20:00,property_view,visitor-0256,192.0.2.24,Mozilla/Windows,PROP-0019,28,false,false
4c797274-6db3-47db-a83f-fbac6ae0fd8b,sess-intent-005,2026-03-13T09:16:00,property_view,visitor-0721,192.0.2.22,Mozilla/Windows,PROP-0123,328,false,false
64fb5bd3-e5c4-464d-b158-0d5dc1f08435,sess-intent-008,2026-01-10T22:11:00,property_view,visitor-0090,203.0.113.12,Mozilla/Windows,PROP-0123,178,false,false
afe4d229-fc2b-42aa-9657-b7785d73c1e1,sess-intent-015,2026-02-08T10:45:00,property_view,visitor-0718,192.0.2.23,Mozilla/Windows,PROP-0019,200,false,false
7b4f8040-b456-4783-a081-207ed22973d8,sess-intent-009,2026-01-31T22:01:00,property_view,visitor-0587,203.0.113.12,Mozilla/iPhone,PROP-0027,297,false,false
d4fa7671-f8c4-4709-8771-a143ae42ea38,sess-intent-014,2026-03-03T21:49:00,property_view,visitor-0589,203.0.113.10,Mozilla/iPhone,PROP-0019,177,false,false
ad5a6e2a-c031-4ba2-9d31-acf66ed9941c,sess-intent-009,2026-02-14T10:56:00,property_view,visitor-0656,192.0.2.20,Mozilla/Windows,PROP-0115,408,false,false
